	run	task	split	label	tn_count	fp_count	fn_count	tp_count	stratifier	stratum_key
79	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_24_	19	4	9	4	span1_span2_length	24.0
80	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_25_	16	2	0	0	span1_span2_length	25.0
81	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_26_	19	2	3	12	span1_span2_length	26.0
82	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_27_	24	2	1	9	span1_span2_length	27.0
83	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_29_	24	6	9	15	span1_span2_length	29.0
84	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	val	_span1_span2_length_30_	12	0	0	6	span1_span2_length	30.0
85	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	awareness	619	58	49	329		
86	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	change_of_location	987	10	44	14		
87	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	change_of_state	530	129	144	252		
88	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	changes_possession	972	3	52	28		
89	/cs/labs/oabend/lovodkin93/jiant_rep/jiant_outputs_old_results/bert-base-uncased-mix_0-edges-spr1/run	edges-spr1	test	created	967	17	56	15		
